stock_number,brand,model,sub_type,horse_power,gear_type,fuel_type,mileage,build_year,co2_emission,expected_sales_price,sold_price
CD37386,Citroen,C4 Cactus,1.2 PureTech S&S,110,Manual,Benzin,22587,2019,106,17450,16299.0
MD70166,Peugeot,Partner,1.2 PureTech ,110,Manual,Benzin,61844,2017,119,15500,15499.0
UF32466,Ssangyong,Tivoli,1.6 G16,128,Manual,Benzin,22907,2019,159,16800,15599.0
MD68918,Peugeot,5008,1.2 PureTech S&S ,130,Manual,Benzin,35693,2018,120,26500,26899.0
WK68886,Kia,Sportage,1.6 GDI,132,Manual,Benzin,9389,2021,165,24000,23999.0
MM75463,Kia,pro_cee'd,1.6 CRDi,110,Manual,Diesel,108238,2013,108,7799,7799.0
DL73965,Citroen,C4 Spacetourer,1.5 Blue-HDi,131,Manual,Diesel,8140,2020,102,22999,22999.0
KY07350,BMW,1er,118d,150,Automatic,Diesel,54072,2019,118,25000,24999.0
FZ51986,Peugeot,Rifter,1.5 Blue-HDi,131,Manual,Diesel,12440,2020,112,29700,27999.0
JZ61699,Kia,pro_cee'd,1.6 CVVT ,125,Manual,Benzin,80304,2011,139,5999,5999.0
YS90687,Nissan,Qashqai,1.5 dCi 4x2,110,Manual,Diesel,56884,2016,103,17599,16999.0
GE99469,Seat,Leon,1.4 TSI,150,Manual,Benzin,51023,2018,114,19556,19699.0
DE76234,Citroen,C3 Picasso,1.6 Blue-HDi,100,Manual,Diesel,47350,2017,100,11900,11899.0
FM17610,Toyota,Avensis,2.0 Business  ,143,Manual,Diesel,61163,2017,120,17950,17599.0
PC37163,Seat,Leon,ST 1.4 TSI 150,150,Manual,Benzin,72399,2016,114,17999,17199.0
FV09211,Suzuki,Vitara,1.4 BoosterJet,140,Manual,Benzin,69289,2016,127,17999,17999.0
TJ06212,Ford,Fiesta,1.5 TDCi,85,Manual,Diesel,37111,2017,93,13899,13899.0
CV52689,Fiat,500X,1.4 Turbo,140,Automatic,Benzin,75065,2015,133,15499,14899.0
WB20740,Ford,Focus,1.0 EcoBoost,125,Manual,Benzin,50583,2019,114,19990,18599.0
TY27860,Renault,Megane,1.5 dCi Energy,110,Manual,Diesel,22679,2016,95,17550,16999.0
TB47018,Toyota,Auris,1.8 Hybrid,100,Automatic,Other,125636,2017,82,14990,14699.0
AP50290,Nissan,Qashqai,1.6 dCi,130,Manual,Diesel,41018,2018,129,20400,19499.0
AP84002,Fiat,500X,1.0 Turbo,120,Manual,Benzin,21734,2019,129,18600,18399.0
XU15121,Toyota,AYGO,1.0,68,Manual,Benzin,74585,2013,99,7299,7299.0
GV75148,Dacia,Sandero II,1.2,75,Manual,Benzin,39268,2013,135,6999,6999.0
KP13105,Peugeot,308,1.2 e-THP,130,Automatic,Benzin,64989,2016,106,14499,14499.0
KU47250,Ford,Fiesta,1.1 Ti-VCT,75,Manual,Benzin,15002,2020,102,14100,12999.0
ZE08877,Audi,Q3,2.0 TDI,150,Manual,Diesel,41557,2018,119,27369,25899.0
JY74293,Citroen,C3,1.0 PureTech,68,Manual,Benzin,72778,2016,102,9600,7899.0
UP49689,Citroen,Berlingo,1.6 Blue-HDi,99,Manual,Diesel,61401,2017,113,17490,16699.0
HV53856,BMW,3er,320d,185,Automatic,Diesel,148482,2015,123,18999,18999.0
PB16620,Seat,Ibiza,1.4 16v 85cv,85,Manual,Benzin,35067,2012,139,8100,8099.0
JW81352,Kia,XCeed,1.4 TGDI,140,Manual,Benzin,51982,2019,142,21999,21999.0
PW27348,Renault,Captur,1.2 TCe,120,Automatic,Benzin,22463,2015,125,15160,14299.0
MX98749,Citroen,C4,1.2 PureTech SS,130,Manual,Benzin,65033,2015,110,11490,11099.0
VF03556,Seat,Ateca,1.5 TSI ACT,150,Manual,Benzin,75630,2019,126,23799,23799.0
TP69567,Ford,Tourneo,Courier 1.0 EcoBoost,100,Manual,Benzin,29369,2018,131,16500,15899.0
EP56370,Citroen,C3,1.2 VTi,82,Manual,Benzin,131788,2013,107,7399,7399.0
YY21215,Mercedes-Benz,CLA-Klasse,CLA 200,155,Duplex,Benzin,44007,2014,129,22499,22499.0
LP02005,Peugeot,208,1.2 PureTech S&S ,110,Manual,Benzin,42962,2018,99,13490,12599.0
UJ11010,Volkswagen,Golf VII,1.6 TDI,110,Duplex,Diesel,112185,2016,104,16999,16999.0
FE50972,Hyundai,i20,1.2,85,Manual,Benzin,117795,2016,119,10299,10299.0
JZ51419,Kia,Sportage,1.6 GDI,135,Manual,Benzin,91256,2014,158,13999,13399.0
ED89143,Ford,Fiesta,1.25 Duratec Trend,82,Manual,Benzin,24736,2015,120,9500,9299.0
GP89653,Volkswagen,Polo,Sport 1.0,95,Manual,Benzin,28182,2018,103,16299,15899.0
ZY44645,Volkswagen,Golf VII Sportsvan,1.6 TDI 110cv,110,Automatic,Diesel,96135,2015,104,14990,14999.0
SW93269,Citroen,C4 Grand Picasso,2.0 Blue-HDi,150,Automatic,Diesel,77954,2016,115,17990,17999.0
HH71861,Peugeot,Rifter,1.5 Blue-HDi Standard,131,Manual,Diesel,93026,2019,113,24490,23099.0
FG72996,Citroen,C-Elysée,1.6 Blue-HDi,100,Manual,Diesel,32094,2018,98,13699,13699.0
XE88475,Renault,Captur,0.9 Energy,90,Manual,Benzin,18497,2019,128,16999,16999.0
UF62795,Citroen,C4 Picasso,1.6 HDi,110,Manual,Diesel,18960,2011,139,8750,8799.0
VU63925,Kia,Stonic,1.0 TGDI,101,Manual,Benzin,9666,2020,100,17799,17799.0
JZ88142,Dacia,Lodgy,1.2 TCe Laureate,115,Manual,Benzin,62347,2017,124,13290,12799.0
PD06086,Infiniti,QX30,2.2 T,170,Automatic,Diesel,40346,2019,155,24499,24499.0
PJ86306,Toyota,Yaris,1.5 Hybrid,75,Automatic,Other,87047,2017,75,14900,14899.0
GH79461,Seat,Leon,ST 1.6 TDI 85kw 115cv,115,Manual,Diesel,42293,2019,109,18999,18699.0
JE84483,Skoda,Fabia,1.0 MPI,75,Manual,Benzin,19022,2018,111,13330,11299.0
TE86780,Peugeot,Partner,1.6 Blue-HDi,100,Manual,Diesel,40562,2015,113,14000,14399.0
TG67788,Dacia,Sandero II,0.9 TCe,90,Manual,Benzin,10748,2019,123,11699,11299.0
BD71900,Jeep,Cherokee,2.2 CRD 9AT E6D,200,Automatic,Diesel,106429,2018,179,28199,28199.0
FG40846,Ford,Tourneo,Courier 1.0 EcoBoost,100,Manual,Benzin,37374,2018,131,16900,15999.0
DX29346,Volkswagen,Golf VII,2.0 TDI,185,Automatic,Diesel,140411,2017,129,22250,21899.0
DU04350,Opel,Combo Life,1.5 CDTI,131,Manual,Diesel,32787,2021,144,25800,25799.0
VY26390,Ford,B-Max,1.0 EcoBoost,120,Manual,Benzin,136127,2012,114,8199,8099.0
EC44920,Chevrolet,Cruze,1.6,125,Manual,Benzin,110391,2011,153,7190,7199.0
KH10010,Citroen,C4 Cactus,1.2 PureTech ,82,Manual,Benzin,46596,2017,107,12000,12399.0
ZZ70015,BMW,1er,116d,115,Manual,Diesel,116414,2015,104,16850,15699.0
JU39705,Opel,Crossland X,1.2,130,Manual,Benzin,31279,2017,116,16920,15199.0
SB62495,Citroen,C4 Cactus,1.6 eHDi Shine ,92,Automatic,Diesel,121710,2014,94,11590,11599.0
ZJ72143,Nissan,Qashqai,1.5 Turbodiesel,110,Manual,Diesel,109180,2012,137,10990,10799.0
NE40092,Dacia,Duster,1.5 dCi,110,Manual,Diesel,41436,2017,115,15999,15999.0
UM48098,Nissan,Micra,1.0 IG-T,101,Manual,Benzin,21357,2019,103,14899,14899.0
BH10109,Toyota,Yaris,1.5 ,110,Manual,Benzin,31266,2018,118,14499,14499.0
HR42883,Opel,Astra,1.6 CDTI DPF,110,Manual,Diesel,93809,2015,109,10490,9899.0
XY90705,Toyota,Auris,1.2 Turbo,115,Manual,Benzin,35258,2017,112,15490,15299.0
AC99970,Nissan,Qashqai,1.5 dCi,110,Manual,Diesel,139436,2014,99,13999,13699.0
PF22670,Seat,Leon,1.6 TDI,110,Manual,Diesel,107166,2017,102,13258,13299.0
DG07762,Audi,Q3,2.0 TDI,150,Manual,Diesel,28265,2018,124,27900,27899.0
CF49153,Dacia,Sandero II,1.0 SCe,73,Manual,Benzin,22842,2018,120,10299,10199.0
UL10913,Peugeot,208,1.2 VTi,82,Manual,Benzin,52492,2016,104,10999,10999.0
JX94289,Opel,Corsa,1.4,90,Manual,Benzin,58081,2015,120,9699,9699.0
JH79832,Peugeot,208,1.2 PureTech,101,Manual,Benzin,22114,2019,97,18490,18199.0
HM80597,Ford,Tourneo,Courier 1.0 EcoBoost,100,Manual,Benzin,38110,2018,131,16400,15299.0
LR08698,Renault,Clio,1.5 dCi,75,Manual,Diesel,106437,2014,95,9000,8999.0
FW82846,Citroen,C4 Grand Picasso,Puretech 96 130 6v,130,Manual,Benzin,43498,2017,116,18999,18999.0
UC89145,Seat,Leon,1.8 TSI,160,Automatic,Benzin,104573,2011,153,11299,11299.0
FY67510,Toyota,C-HR,2.0 Hybrid,184,Automatic,Other,64001,2020,92,25999,25999.0
DS59318,Honda,Jazz,1.3,88,Automatic,Other,85457,2011,104,9999,9999.0
XE59270,Peugeot,3008,1.6 Turbo,165,Automatic,Benzin,70904,2017,136,24999,24999.0
HN00907,Jeep,Renegade,1.0 TGDi,120,Manual,Benzin,40102,2020,130,20499,19199.0
WR12383,Audi,A1,1.2 TFSI,85,Manual,Benzin,68665,2013,118,10990,10999.0
ML47762,Toyota,RAV 4,2.5 Hybrid,197,Automatic,Other,40040,2017,116,25490,25499.0
MA25961,Fiat,500X,1.6 MultiJet,120,Manual,Diesel,59848,2015,109,13900,13999.0
NK74518,Mazda,CX-5,2.0,165,Automatic,Benzin,41110,2019,150,28300,26499.0
BP39783,Seat,Ibiza,1.0 EcoTSI,110,Manual,Benzin,47050,2016,99,13999,13499.0
PG82418,Hyundai,i10,1.0,67,Manual,Benzin,61971,2014,108,8499,8499.0
PW06694,Citroen,DS3,1.2 PureTech,82,Manual,Benzin,80090,2016,,10799,10799.0
KA58528,Renault,Clio,dCi Energy,90,Manual,Diesel,149537,2016,85,9690,9699.0
JC00018,BMW,X2,sDrive 18d,150,Automatic,Diesel,48535,2018,121,32999,32999.0
YU04867,Seat,Leon,1.6 TDI,115,Manual,Benzin,42798,2019,109,18390,18399.0
ZT98121,Audi,A3,1.5 TFSI ,150,Manual,Benzin,62219,2018,117,21500,20299.0
NA10950,Fiat,500,1.0 Hybrid,70,Manual,Benzin,9275,2021,114,15499,15099.0
DM46572,Kia,cee'd,1.4 CRDi,90,Manual,Diesel,46712,2014,109,11250,11199.0
EK10976,Toyota,Yaris,1.5,110,Manual,Benzin,38564,2018,109,13699,13699.0
KY87753,Peugeot,308,1.6 HDi,92,Manual,Diesel,97466,2013,107,8999,8999.0
AS32716,Citroen,Berlingo,1.2 PureTech,110,Manual,Benzin,142253,2017,115,14800,14799.0
LL36977,Kia,Sportage,1.6 GDi 132CV,132,Manual,Benzin,36191,2018,156,19290,17199.0
EG48340,Fiat,Tipo,1.4 Easy,95,Manual,Benzin,34126,2016,132,13699,13099.0
MM35659,Peugeot,208,1.6 Blue-HDi,100,Manual,Diesel,39949,2018,90,13200,13299.0
HR45543,Kia,Sportage,1.6 GDI,135,Manual,Benzin,159338,2013,158,11199,11199.0
ZY89043,Kia,Carens,1.7 CRDi,115,Manual,Diesel,97797,2014,120,12199,11999.0
JK82492,Toyota,Yaris,1.5 Hybrid,75,Automatic,Other,54589,2018,84,16500,15499.0
PD63857,Peugeot,308,1.6 HDi,110,Manual,Diesel,123558,2012,113,7499,7499.0
RC96216,BMW,2er,Active Tourer,150,Automatic,Diesel,84827,2017,113,20490,18799.0
UG12180,Fiat,500,1.2 8v 51kw 69cv ,70,Automatic,Benzin,15799,2017,111,12999,12999.0
CT56618,Audi,A1,25 TFSI,95,Manual,Benzin,40791,2019,105,20900,19499.0
AA26432,Mercedes-Benz,C-Klasse,C 220 CDI,170,Automatic,Diesel,104459,2013,131,16500,16499.0
VG79824,Nissan,Qashqai,1.3 DIG-T,159,Duplex,Benzin,31033,2019,131,22999,22999.0
ZD78474,Hyundai,IONIQ,1.6 Hybrid,141,Automatic,Other,15869,2018,85,18999,18999.0
BE57396,Renault,Captur,1.5 dCi EDC,90,Manual,Diesel,44706,2017,95,15990,15299.0
JF34248,Opel,Corsa,1.4 Expression,75,Manual,Benzin,68753,2016,120,8899,8699.0
GG58801,Skoda,Octavia,1.6 TDI,105,Manual,Diesel,90364,2016,99,13600,12299.0
GA95461,Nissan,X-Trail,1.6,163,Manual,Benzin,72559,2017,149,20700,20999.0
ZU98923,Hyundai,i20,1.2 CRDI,85,Manual,Benzin,51516,2017,112,11299,11099.0
KZ27842,Toyota,Verso,1.6 130,132,Manual,Benzin,59850,2016,154,15750,15099.0
WS68279,Kia,Soul,1.6 CRDi,135,Manual,Diesel,53463,2017,117,14999,14999.0
PY64409,Hyundai,Tucson,1.7 CRDi,140,Automatic,Diesel,59936,2017,129,22300,22299.0
WD76784,Citroen,C3 Aircross,1.5 Blue-HDi,102,Manual,Diesel,42530,2020,105,18500,16999.0
ZG34125,Citroen,C-Elysée,1.2 e-VTi,82,Manual,Benzin,9013,2018,110,12499,12499.0
LD51717,Peugeot,2008,1.2 PureTech S&S ,110,Manual,Benzin,18466,2018,103,17850,16299.0
NW00530,Opel,Insignia,2.0 CDTI,170,Manual,Diesel,49286,2017,139,19150,18699.0
WF57017,Seat,Ibiza,1.0 TSI,110,Manual,Benzin,32766,2017,69,14750,14799.0
PY47667,Fiat,500,1.2,70,Manual,Benzin,42623,2017,115,12500,10799.0
RH85491,Ford,C-Max,1.5 TDCi,120,Manual,Diesel,49555,2018,110,16990,16299.0
NL35566,Citroen,Berlingo,1.5 Blue-HDi,102,Manual,Diesel,50151,2019,113,22990,21699.0
KD91601,Toyota,Yaris,90D,90,Manual,Diesel,152773,2015,99,10100,9399.0
US03287,Renault,Megane,1.3 TCe,102,Manual,Benzin,32333,2019,124,14999,14999.0
MV22405,Volkswagen,Golf VIII,1.5 eTSI,150,Duplex,Other,48937,2020,106,27999,27999.0
DG49624,Citroen,C4,1.4 VTi,95,Manual,Benzin,119749,2012,140,7599,7599.0
CX64013,Renault,Clio,1.2 Limited,73,Manual,Benzin,35184,2018,127,11990,11799.0
XW15203,Nissan,Micra,1.2 G Acenta,80,Manual,Benzin,33793,2015,115,9125,8199.0
LY59828,Ford,C-Max,1.6 TDCi,115,Manual,Diesel,135255,2014,117,9750,9799.0
VM11566,Volkswagen,Golf VII,1.6 TDI,105,Manual,Diesel,145031,2014,99,12900,12999.0
DB31033,Renault,Captur,0.9 Energy,90,Manual,Benzin,33487,2018,113,15990,14399.0
WF06039,Seat,Arona,1.0 TSI Xcellence,115,Automatic,Benzin,27615,2018,113,19499,19399.0
SX55153,Seat,Leon,1.2 TSI,105,Manual,Benzin,136129,2013,114,9500,9499.0
SZ84521,Mercedes-Benz,C-Klasse,C 220,170,Automatic,Diesel,95380,2015,113,23500,22299.0
GF38311,Audi,A3,1.6 TDI,110,Manual,Diesel,113496,2016,105,15999,15299.0
UF45648,Citroen,Berlingo,1.2 PureTech SS,110,Manual,Benzin,31214,2019,124,24499,23899.0
AG98501,Honda,CR-V,1.6 iDTEC,120,Manual,Diesel,85195,2014,119,15499,15499.0
EE46132,Seat,Ibiza,1.4 TDI,105,Manual,Diesel,96099,2017,100,11499,11499.0
DU82000,Citroen,C4 Cactus,1.6 Blue-HDi,100,Manual,Diesel,74157,2015,92,12950,12999.0
VE20298,Citroen,Berlingo,Multispace 20 Aniv,100,Manual,Diesel,59969,2017,113,17999,17999.0
ZE40944,Renault,Laguna,1.5 dCi,110,Manual,Diesel,100424,2013,112,8999,8999.0
ZN36057,Renault,Captur,TCe 87Kw 120CV,118,Manual,Benzin,34061,2018,127,16999,16999.0
EG66551,Citroen,C4 Cactus,1.2 e-THP,110,Manual,Benzin,9111,2019,106,17499,16699.0
WD61795,Dacia,Duster II,Prestige ,115,Manual,Benzin,29564,2019,158,17490,17499.0
GA57642,Skoda,Fabia,1.2 Spirit,60,Manual,Benzin,138874,2010,187,5990,5999.0
WU71149,Renault,Clio,0.9 Energy,90,Manual,Benzin,116341,2014,,10299,10299.0
DK74519,Peugeot,5008,1.5 Blue-HDi,130,Manual,Diesel,56223,2018,107,24500,24499.0
PX55334,Peugeot,208,1.2 PureTech,82,Manual,Benzin,11643,2017,104,11800,11799.0
GP72303,Mercedes-Benz,B-Klasse,B 180 CDI,110,Automatic,Diesel,96526,2014,115,15400,15399.0
BX06691,Volvo,V 90,2.0 D4,190,Automatic,Diesel,24036,2018,139,37999,37999.0
PM33730,Peugeot,3008,1.2 PureTech,130,Manual,Benzin,11304,2019,114,25899,24099.0
MJ07841,Dacia,Duster II,1.0 TCe Comfort,101,Manual,Benzin,28606,2019,126,16250,15899.0
BH05606,Skoda,Fabia,1.4 TDI,90,Manual,Diesel,107044,2017,89,10999,10899.0
YK77129,Dacia,Sandero II,TCe 66kw 90cv,90,Manual,Benzin,44912,2018,115,12899,12099.0
XM74346,Skoda,Fabia,1.2,70,Manual,Benzin,83515,2014,128,8599,8599.0
MX53257,Volkswagen,Polo,1.4 TDI,75,Manual,Diesel,53685,2016,93,11500,11899.0
MH25899,Fiat,500,1.2 8v,70,Semi-Automatic,Benzin,3923,2014,118,10990,10999.0
DJ60255,Peugeot,3008,1.2 PureTech S&S ,130,Manual,Benzin,86711,2015,115,13000,11299.0
HD80809,Peugeot,208,1.2 PureTech,101,Manual,Benzin,28382,2020,97,17600,16799.0
VX19108,Toyota,Auris,1.8 Hybrid,100,Automatic,Other,73345,2017,91,16999,16399.0
PM85589,Opel,Mokka X,1.4T 103kw 4x2 ,140,Manual,Benzin,18754,2019,150,18700,17699.0
RR07698,Dacia,Sandero II,0.9 TCe,90,Manual,Benzin,16775,2016,115,11690,10999.0
FR69421,Opel,Astra K,1.6 Turbo,200,Manual,Benzin,72824,2017,142,15890,14899.0
PE27034,Peugeot,508,2.0 Blue-HDi,150,Manual,Diesel,118674,2017,110,17499,17499.0
NA53182,Mazda,CX-5,2.0,165,Manual,Benzin,101687,2014,139,15600,14199.0
XA30823,Seat,Leon,1.6 TDI 105cv,105,Manual,Diesel,154824,2013,99,10799,10499.0
TK61308,Kia,Picanto,1.0 CVVT,67,Manual,Benzin,44008,2019,114,11900,11699.0
XR46672,Opel,Zafira Tourer,1.4 Turbo,120,Manual,Benzin,60459,2017,143,15995,15699.0
RF08324,Toyota,AYGO,1.0 70 ,72,Manual,Benzin,11976,2020,93,12590,12599.0
YC93096,Dacia,Sandero II,0.9 TCe,90,Manual,Benzin,65883,2018,127,12590,11799.0
NF42970,Renault,Captur,1.5 BlueE dCi,116,Manual,Diesel,35020,2020,113,22990,21199.0
BE68607,Seat,Arona,1.6 TDI,115,Manual,Diesel,46817,2019,114,20000,20199.0
JC36741,Mercedes-Benz,GLC-Klasse,GLC 220,170,Automatic,Diesel,58079,2019,158,41900,42699.0
LS42793,Ford,B-Max,1.0 EcoBoost,100,Manual,Benzin,44364,2017,119,15300,13899.0
MT42956,Toyota,C-HR,1.8 125H,122,Automatic,Other,68917,2018,86,22499,22099.0
KF96270,Seat,Leon,1.2 TSI,110,Manual,Benzin,57022,2018,114,14650,14899.0
DA16230,Peugeot,Rifter,1.2 e-THP,110,Manual,Benzin,23019,2019,124,25999,25999.0
HV61918,Jeep,Renegade,1.0 TGDi,120,Manual,Benzin,26580,2019,132,19699,19299.0
GX20608,Ford,Fiesta,1.0 EcoBoost,125,Manual,Benzin,34886,2018,98,15990,15999.0
ES80359,Mercedes-Benz,A-Klasse,A 200,163,Duplex,Benzin,16098,2018,123,31199,31199.0
TW67051,Hyundai,i30,1.4,100,Manual,Benzin,93945,2015,138,10999,10999.0
XD07138,Citroen,C5,2.0 Blue-HDi,150,Manual,Diesel,48176,2015,106,12750,13699.0
KX13653,Nissan,X-Trail,2.0 dCi,177,Automatic,Diesel,93796,2017,162,21990,21999.0
UJ75605,Citroen,C3,1.2 PureTech SS,110,Manual,Benzin,45860,2018,103,14999,14399.0
XG78527,Kia,Sorento,2.2 CRDi,197,Manual,Diesel,100341,2014,153,16999,16999.0
KL39630,Opel,Adam,1.4,87,Automatic,Benzin,19512,2017,118,12200,12199.0
WF07482,Renault,Clio,Limited 1.2,73,Manual,Benzin,38263,2017,127,11999,11799.0
HR34118,Kia,Stonic,1.2 DPi,85,Manual,Benzin,742,2020,130,17499,17499.0
XY64909,Seat,Leon,1.4 TSI,150,Manual,Benzin,69200,2017,114,18199,17599.0
ZA78505,Kia,Picanto,1.0,67,Manual,Benzin,2710,2019,113,11670,10499.0
HG74806,Dacia,Lodgy,1.5 dCi 7Pl 2016,90,Manual,Diesel,66206,2016,103,10590,10599.0
BD35440,Jeep,Renegade,1.0 G,120,Manual,Benzin,36616,2019,132,19100,18899.0
JS25690,Renault,Megane,1.2 TCe Energy,132,Duplex,Benzin,43107,2017,122,16990,16999.0
RW39825,Toyota,Yaris,1.5 Active,111,Manual,Benzin,77140,2018,109,13500,12399.0
SN28357,Citroen,C4 Cactus,BlueHDi,100,Manual,Diesel,85660,2018,96,15799,15399.0
PU96657,Citroen,C4 Picasso,1.2 PureTech,130,Manual,Benzin,60700,2017,116,17499,16899.0
RP39119,Seat,Ibiza,1.0 MPI,75,Manual,Benzin,49632,2017,118,12499,12099.0
JD44901,Mercedes-Benz,Vito Tourer,114 CDI,135,Manual,Diesel,64544,2018,176,28999,28999.0
LG33017,BMW,2er,218d Gran Tourer,150,Automatic,Diesel,137853,2015,114,17199,17199.0
SZ69735,Opel,Astra,1.4 Turbo,140,Manual,Benzin,62680,2015,144,10750,10799.0
YZ98704,Volkswagen,Golf,1.5 TSI,131,Manual,Benzin,47844,2018,113,19999,19999.0
PP29523,Dacia,Duster,1.2 TCe,125,Manual,Benzin,105858,2013,143,10190,10199.0
ZA87180,Mercedes-Benz,A-Klasse,A 200 CDI,135,Automatic,Diesel,77723,2015,106,20200,19399.0
HD97744,Mercedes-Benz,CLA-Klasse,220 d,177,Automatic,Diesel,137664,2015,109,22599,21899.0
KC07041,Seat,Leon,2.0 TDI,150,Manual,Diesel,87928,2014,106,13799,13799.0
MZ69975,Renault,Kadjar,1.2 TCe Energy,130,Manual,Benzin,42604,2017,130,19320,17299.0
MS26782,Peugeot,2008,1.6 e-HDi,92,Manual,Diesel,74178,2015,103,12050,11999.0
SW39510,Ford,Fiesta,1.5 TDCi,75,Manual,Diesel,130574,2014,98,8199,8199.0
SF54346,Nissan,Qashqai,1.6 dCi,130,Automatic,Diesel,57675,2014,119,17500,16499.0
JM93142,Audi,Q3,35 TDI S line,150,Manual,Diesel,39099,2018,119,27499,27499.0
VX57332,Seat,Ibiza,1.0 TSI,116,Manual,Benzin,21712,2020,107,19840,17399.0
EX83643,Mitsubishi,Outlander,2.2 DI-D,150,Manual,Diesel,67561,2017,130,21250,21299.0
UK65964,Volkswagen,Touran,1.6 TDI,110,Manual,Diesel,103421,2015,116,17899,17899.0
MP72599,Hyundai,Kona,1.0 T-GDI,120,Manual,Benzin,16887,2021,131,19999,19999.0
XR54931,Peugeot,308,1.2 e-THP,110,Manual,Benzin,143633,2015,105,10500,10499.0
PY97321,Ssangyong,Tivoli,D16T,115,Manual,Diesel,61222,2018,113,15400,15199.0
CR06338,Smart,forfour,0.9 Turbo,90,Automatic,Benzin,20190,2017,98,13899,13199.0
ED46308,Volkswagen,Golf VII,1.6 TDI,110,Manual,Diesel,59251,2015,99,15950,14899.0
HD12726,Nissan,Qashqai,1.5 dCi,116,Manual,Diesel,74790,2019,100,21292,19099.0
ZM33917,Toyota,Yaris,1.5 Hybrid,75,Automatic,Other,38454,2016,75,14590,14599.0
KP48121,MINI,Countryman,Cooper ONE D,110,Manual,Diesel,101459,2014,115,14690,13699.0
EF25859,Mercedes-Benz,A-Klasse,A 180,122,Automatic,Benzin,89348,2017,126,22850,22899.0
PN20781,Opel,Mokka,1.4 Turbo,140,Automatic,Benzin,19280,2015,154,15699,15699.0
PX33956,Kia,Stonic,1.2 Concept,85,Manual,Benzin,32747,2017,118,14490,13899.0
EU97895,Mazda,3,2.0,120,Manual,Benzin,41144,2018,119,19425,19699.0
TR26857,Volkswagen,Polo,1.2 TSI,90,Manual,Benzin,75175,2016,107,12800,11799.0
XJ55268,Renault,Clio,0.9 Energy,90,Manual,Benzin,26539,2018,105,14590,14599.0
NJ18055,Seat,Arona,1.0 TSI Style Edition,116,Manual,Benzin,46637,2019,114,18700,18299.0
SJ67076,Opel,Astra K,1.5 DVC,105,Manual,Diesel,54100,2020,90,18490,16499.0
GC18902,Seat,Leon,1.0 TSI 81KW SS,110,Manual,Benzin,7123,2020,105,21900,19899.0
YL94353,Peugeot,2008,1.2 e-THP,110,Manual,Benzin,19023,2016,103,14250,13299.0
CZ33460,Volkswagen,Scirocco,1.4 TSI,160,Manual,Benzin,147631,2011,154,11999,11999.0
VA59115,Ssangyong,Tivoli,G12T,128,Manual,Benzin,38750,2020,135,16899,16899.0
RP35131,Lexus,NX-Serie,2.5 300h ,155,Automatic,Other,53072,2018,117,29490,29499.0
LF81168,Ford,Fiesta,1.1,85,Manual,Benzin,37007,2018,107,13990,11999.0
KD40107,Peugeot,208,1.2 PureTech,110,Manual,Benzin,67914,2015,99,12500,11299.0
PJ45945,Dacia,Sandero II,1.5 dCi,95,Manual,Diesel,43195,2018,103,13499,13099.0
VV60504,Skoda,Fabia,1.0 TSI,95,Manual,Benzin,113891,2018,101,11199,11199.0
ZD10978,Hyundai,Kona,1.0 TGDI Essence,120,Manual,Benzin,21423,2018,124,16990,15899.0
ED33969,Citroen,C4 Grand Picasso,1.6 e-HDi,115,Manual,Diesel,123075,2014,105,12999,12999.0
RY69688,Volkswagen,Polo,1.4 TDI,75,Manual,Diesel,94740,2017,95,11999,11999.0
EA53070,Renault,Clio,1.5 dCi,75,Manual,Diesel,106188,2015,95,8499,8499.0
JV11234,Ford,Puma,1.0 EcoBoost,125,Manual,Other,13946,2020,97,22399,22399.0
XP91466,Nissan,Micra,0.9 I-GT,90,Manual,Benzin,65367,2017,99,12695,11899.0
NW69566,Volkswagen,Golf VII,Advance ,115,Manual,Diesel,103216,2017,109,16599,16199.0
AT75932,Ford,EcoSport,1.0 EcoBoost,125,Manual,Benzin,31434,2018,119,18000,17499.0
SZ03929,Mazda,CX-3,2.0 Skyactiv-G,121,Manual,Benzin,22904,2019,141,21162,20699.0
RT16949,Nissan,Juke,1.2,115,Manual,Benzin,5774,2018,128,13448,14699.0
BP08771,Hyundai,i10,1.0,67,Manual,Benzin,36073,2015,108,8490,8299.0
PA75751,Smart,fortwo,0.9 Turbo,90,Automatic,Benzin,62690,2019,115,13635,12699.0
NA63059,Toyota,Auris,1.8 Hybrid,100,Automatic,Other,87020,2018,91,17990,16699.0
ZD97117,Citroen,C3,1.2 PureTech,82,Manual,Benzin,39230,2016,107,10999,10999.0
LZ52499,Fiat,500,1.2,70,Manual,Benzin,15166,2018,116,12995,11899.0
RF41130,Volkswagen,Polo,1.0 TSI,95,Manual,Benzin,64916,2018,104,15490,14499.0
XR47748,Seat,Leon,1.5 TSI,150,Manual,Benzin,21918,2019,120,21799,21799.0
JV41641,Kia,Sportage,1.6 GDI,132,Manual,Benzin,73037,2017,156,17199,16299.0
GC32647,Peugeot,Partner,1.6 Blue-HDi,100,Manual,Diesel,62532,2018,109,16100,16099.0
XB30455,MINI,MINI,Cooper,122,Manual,Benzin,94581,2012,127,11299,11099.0
KT42271,Renault,Megane,1.5 dCi Energy,110,Manual,Diesel,33440,2018,95,16200,16199.0
BD96609,Subaru,XV,1.6i,115,Manual,Benzin,63876,2016,151,16999,15299.0
